period,client_id,service_line,monthly_revenue
2025-11-01,SMS-1087,Digital Strategy,52000000
2025-11-01,SMS-1088,Creative Production,38000000
2025-11-01,SMS-1088,Media Performance,54000000
2025-11-01,SMS-1090,Creative Production,93000000
2025-11-01,SMS-1090,Media Performance,130000000
2025-11-01,SMS-1091,Media Performance,53000000
2025-11-01,SMS-1093,Media Performance,73000000
2025-11-01,SMS-1094,Media Performance,26000000
2025-11-01,SMS-1094,Creative Production,25000000
2025-11-01,SMS-1095,Media Performance,62000000
2025-11-01,SMS-1098,Media Performance,17000000
2025-11-01,SMS-1099,Creative Production,71000000
2025-11-01,SMS-1100,Digital Strategy,49000000
2025-11-01,SMS-1101,Creative Production,117000000
2025-11-01,SMS-1102,Digital Strategy,30000000
2025-11-01,SMS-1104,Media Performance,67000000
2025-11-01,SMS-1105,Digital Strategy,35000000
2025-11-01,SMS-1106,Creative Production,155000000
2025-11-01,SMS-1107,Creative Production,67000000
2025-11-01,SMS-1108,Digital Strategy,46000000
2025-11-01,SMS-1109,Media Performance,173000000
2025-11-01,SMS-1110,Media Performance,13000000
2025-11-01,SMS-1111,Creative Production,161000000
2025-11-01,SMS-1112,Digital Strategy,49000000
2025-11-01,SMS-1113,Digital Strategy,40000000
2025-11-01,SMS-1115,Digital Strategy,17000000
2025-11-01,SMS-1116,Creative Production,40000000
2025-11-01,SMS-1117,Media Performance,68000000
2025-11-01,SMS-1118,Media Performance,65000000
2025-11-01,SMS-1119,Media Performance,93000000
2025-11-01,SMS-1121,Digital Strategy,147000000
2025-11-01,SMS-1122,Digital Strategy,20000000
2025-11-01,SMS-1123,Media Performance,37000000
2025-11-01,SMS-1124,Creative Production,124000000
2025-11-01,SMS-1126,Creative Production,189000000
2025-11-01,SMS-1127,Media Performance,16000000
2025-11-01,SMS-1129,Digital Strategy,18000000
2025-11-01,SMS-1131,Creative Production,183000000
2025-11-01,SMS-1132,Digital Strategy,15000000
2025-11-01,SMS-1134,Creative Production,18000000
2025-11-01,SMS-1136,Digital Strategy,65000000
2025-11-01,SMS-1137,Media Performance,15000000
2025-11-01,SMS-1139,Digital Strategy,63000000
2025-11-01,SMS-1140,Creative Production,192000000
2025-11-01,SMS-1141,Digital Strategy,25000000
2025-11-01,SMS-1141,Media Performance,31000000
2025-11-01,SMS-1143,Media Performance,29000000
2025-11-01,SMS-1144,Digital Strategy,187000000
2025-11-01,SMS-1145,Media Performance,22000000
2025-11-01,SMS-1145,Creative Production,31000000
2025-11-01,SMS-1146,Creative Production,41000000
2025-11-01,SMS-1147,Digital Strategy,212000000
2025-11-01,SMS-1148,Creative Production,49000000
2025-11-01,SMS-1149,Creative Production,85000000
2025-12-01,SMS-1000,Digital Strategy,33000000
2025-12-01,SMS-1001,Media Performance,14000000
2025-12-01,SMS-1003,Digital Strategy,33000000
2025-12-01,SMS-1004,Media Performance,28000000
2025-12-01,SMS-1005,Digital Strategy,88000000
2025-12-01,SMS-1006,Media Performance,29000000
2025-12-01,SMS-1006,Digital Strategy,17000000
2025-12-01,SMS-1007,Media Performance,128000000
2025-12-01,SMS-1009,Media Performance,79000000
2025-12-01,SMS-1010,Media Performance,59000000
2025-12-01,SMS-1012,Creative Production,61000000
2025-12-01,SMS-1012,Media Performance,35000000
2025-12-01,SMS-1013,Digital Strategy,18000000
2025-12-01,SMS-1016,Media Performance,22000000
2025-12-01,SMS-1017,Media Performance,71000000
2025-12-01,SMS-1017,Digital Strategy,85000000
2025-12-01,SMS-1018,Media Performance,86000000
2025-12-01,SMS-1019,Media Performance,39000000
2025-12-01,SMS-1021,Digital Strategy,28000000
2025-12-01,SMS-1021,Creative Production,21000000
2025-12-01,SMS-1022,Creative Production,20000000
2025-12-01,SMS-1025,Media Performance,45000000
2025-12-01,SMS-1025,Digital Strategy,36000000
2025-12-01,SMS-1026,Media Performance,46000000
2025-12-01,SMS-1027,Creative Production,72000000
2025-12-01,SMS-1027,Media Performance,55000000
2025-12-01,SMS-1028,Media Performance,72000000
2025-12-01,SMS-1030,Media Performance,60000000
2025-12-01,SMS-1031,Digital Strategy,69000000
2025-12-01,SMS-1032,Creative Production,55000000
2025-12-01,SMS-1034,Media Performance,53000000
2025-12-01,SMS-1035,Media Performance,45000000
2025-12-01,SMS-1037,Creative Production,144000000
2025-12-01,SMS-1038,Digital Strategy,77000000
2025-12-01,SMS-1040,Media Performance,13000000
2025-12-01,SMS-1040,Digital Strategy,33000000
2025-12-01,SMS-1041,Digital Strategy,67000000
2025-12-01,SMS-1042,Creative Production,48000000
2025-12-01,SMS-1042,Media Performance,80000000
2025-12-01,SMS-1044,Creative Production,86000000
2025-12-01,SMS-1045,Digital Strategy,88000000
2025-12-01,SMS-1046,Media Performance,85000000
2025-12-01,SMS-1046,Digital Strategy,67000000
2025-12-01,SMS-1047,Media Performance,41000000
2025-12-01,SMS-1048,Media Performance,83000000
2025-12-01,SMS-1049,Creative Production,66000000
2025-12-01,SMS-1049,Digital Strategy,56000000
2025-12-01,SMS-1050,Media Performance,43000000
2025-12-01,SMS-1050,Creative Production,50000000
2025-12-01,SMS-1053,Digital Strategy,77000000
2025-12-01,SMS-1055,Digital Strategy,84000000
2025-12-01,SMS-1055,Media Performance,56000000
2025-12-01,SMS-1056,Digital Strategy,197000000
2025-12-01,SMS-1057,Creative Production,31000000
2025-12-01,SMS-1058,Media Performance,56000000
2025-12-01,SMS-1060,Creative Production,30000000
2025-12-01,SMS-1060,Media Performance,23000000
2025-12-01,SMS-1062,Creative Production,48000000
2025-12-01,SMS-1066,Media Performance,36000000
2025-12-01,SMS-1066,Creative Production,85000000
2025-12-01,SMS-1067,Media Performance,45000000
2025-12-01,SMS-1068,Media Performance,17000000
2025-12-01,SMS-1069,Digital Strategy,25000000
2025-12-01,SMS-1070,Digital Strategy,65000000
2025-12-01,SMS-1072,Digital Strategy,15000000
2025-12-01,SMS-1072,Creative Production,13000000
2025-12-01,SMS-1074,Creative Production,36000000
2025-12-01,SMS-1075,Digital Strategy,64000000
2025-12-01,SMS-1076,Creative Production,13000000
2025-12-01,SMS-1077,Creative Production,72000000
2025-12-01,SMS-1077,Media Performance,64000000
2025-12-01,SMS-1078,Media Performance,83000000
2025-12-01,SMS-1079,Creative Production,40000000
2025-12-01,SMS-1080,Creative Production,39000000
2025-12-01,SMS-1081,Digital Strategy,21000000
2025-12-01,SMS-1082,Media Performance,35000000
2025-12-01,SMS-1084,Media Performance,28000000
2025-12-01,SMS-1084,Creative Production,26000000
2025-12-01,SMS-1086,Media Performance,25000000
2025-12-01,SMS-1087,Creative Production,53000000
2025-12-01,SMS-1087,Media Performance,63000000
2025-12-01,SMS-1088,Digital Strategy,87000000
2025-12-01,SMS-1090,Digital Strategy,124000000
2025-12-01,SMS-1091,Digital Strategy,56000000
2025-12-01,SMS-1093,Digital Strategy,55000000
2025-12-01,SMS-1094,Creative Production,14000000
2025-12-01,SMS-1094,Media Performance,30000000
2025-12-01,SMS-1095,Digital Strategy,80000000
2025-12-01,SMS-1098,Media Performance,26000000
2025-12-01,SMS-1099,Digital Strategy,86000000
2025-12-01,SMS-1099,Media Performance,53000000
2025-12-01,SMS-1100,Creative Production,39000000
2025-12-01,SMS-1101,Creative Production,159000000
2025-12-01,SMS-1102,Media Performance,16000000
2025-12-01,SMS-1102,Digital Strategy,12000000
2025-12-01,SMS-1104,Digital Strategy,85000000
2025-12-01,SMS-1104,Media Performance,40000000
2025-12-01,SMS-1105,Media Performance,88000000
2025-12-01,SMS-1106,Creative Production,118000000
2025-12-01,SMS-1107,Media Performance,52000000
2025-12-01,SMS-1108,Digital Strategy,43000000
2025-12-01,SMS-1109,Media Performance,213000000
2025-12-01,SMS-1109,Digital Strategy,132000000
2025-12-01,SMS-1110,Creative Production,12000000
2025-12-01,SMS-1110,Media Performance,30000000
2025-12-01,SMS-1111,Creative Production,114000000
2025-12-01,SMS-1112,Media Performance,68000000
2025-12-01,SMS-1113,Media Performance,53000000
2025-12-01,SMS-1115,Creative Production,28000000
2025-12-01,SMS-1116,Media Performance,54000000
2025-12-01,SMS-1117,Creative Production,43000000
2025-12-01,SMS-1118,Digital Strategy,36000000
2025-12-01,SMS-1119,Media Performance,171000000
2025-12-01,SMS-1121,Creative Production,131000000
2025-12-01,SMS-1121,Media Performance,140000000
2025-12-01,SMS-1122,Digital Strategy,31000000
2025-12-01,SMS-1123,Media Performance,81000000
2025-12-01,SMS-1123,Digital Strategy,49000000
2025-12-01,SMS-1124,Digital Strategy,146000000
2025-12-01,SMS-1124,Creative Production,191000000
2025-12-01,SMS-1126,Digital Strategy,157000000
2025-12-01,SMS-1126,Creative Production,184000000
2025-12-01,SMS-1127,Media Performance,15000000
2025-12-01,SMS-1127,Creative Production,19000000
2025-12-01,SMS-1129,Digital Strategy,21000000
2025-12-01,SMS-1131,Digital Strategy,164000000
2025-12-01,SMS-1132,Creative Production,17000000
2025-12-01,SMS-1134,Media Performance,13000000
2025-12-01,SMS-1136,Creative Production,79000000
2025-12-01,SMS-1137,Digital Strategy,17000000
2025-12-01,SMS-1139,Media Performance,73000000
2025-12-01,SMS-1140,Digital Strategy,164000000
2025-12-01,SMS-1141,Digital Strategy,27000000
2025-12-01,SMS-1141,Media Performance,21000000
2025-12-01,SMS-1143,Creative Production,23000000
2025-12-01,SMS-1144,Creative Production,165000000
2025-12-01,SMS-1145,Creative Production,17000000
2025-12-01,SMS-1146,Media Performance,37000000
2025-12-01,SMS-1147,Creative Production,123000000
2025-12-01,SMS-1147,Digital Strategy,96000000
2025-12-01,SMS-1148,Media Performance,86000000
2025-12-01,SMS-1148,Creative Production,65000000
2025-12-01,SMS-1149,Creative Production,65000000
